Kelvin,p,density,v_liquid,v_gas,compressibility factor,h_liquid,h_gas,r,s_liquid,s_gas
556.15,67.158,34.88,0.001342,0.02867,1,1252.6,2777,1524.3,3.096,5.8367
557.15,68.167,35.47,0.0013453,0.0282,1,1257.9,2775.7,1517.8,3.1053,5.8294
558.15,69.186,36.06,0.0013487,0.02773,1,1263.2,2774.5,1511.3,3.1146,5.822
559.15,70.218,36.66,0.001352,0.02728,1,1268.5,2773.2,1504.6,3.1239,5.8146
560.15,71.261,37.27,0.0013554,0.02683,1,1273.9,2771.8,1498,3.1331,5.8072
561.15,72.315,37.89,0.0013589,0.02639,1,1279.2,2770.5,1491.2,3.1424,5.7997
562.15,73.382,38.52,0.0013624,0.02596,1,1284.6,2769.1,1484.5,3.1518,5.7923
563.15,74.461,39.16,0.0013659,0.02554,1,1290,2767.6,1477.6,3.1611,5.7848
564.15,75.551,39.81,0.0013695,0.02512,1,1295.4,2766.2,1470.7,3.1704,5.7773
565.15,76.654,40.48,0.0013732,0.02471,1,1300.9,2764.6,1463.8,3.1798,5.7697
566.15,77.769,41.15,0.0013769,0.0243,1,1306.3,2763.1,1456.8,3.1891,5.7621
567.15,78.897,41.83,0.0013806,0.0239,1,1311.8,2761.5,1449.7,3.1985,5.7545
568.15,80.037,42.53,0.0013844,0.02351,1,1317.3,2759.8,1442.6,3.2079,5.7469
569.15,81.189,43.24,0.0013882,0.02313,1,1322.8,2758.2,1435.4,3.2173,5.7392
570.15,82.355,43.96,0.0013921,0.02275,1,1328.3,2756.4,1428.1,3.2268,5.7315
571.15,83.532,44.69,0.001396,0.02238,1,1333.9,2754.7,1420.8,3.2362,5.7237
572.15,84.723,45.43,0.0014,0.02201,1,1339.4,2752.9,1413.4,3.2457,5.7159
573.15,85.927,46.19,0.0014041,0.02165,1,1345,2751,1406,3.2552,5.7081
574.15,87.144,46.96,0.0014082,0.02129,1,1350.7,2749.1,1398.5,3.2647,5.7003
575.15,88.374,47.75,0.0014123,0.02094,1,1356.3,2747.2,1390.9,3.2742,5.6924
576.15,89.617,48.54,0.0014166,0.0206,1,1362,2745.2,1383.2,3.2837,5.6844
577.15,90.873,49.36,0.0014208,0.02026,1,1367.7,2743.2,1375.5,3.2933,5.6765
578.15,92.144,50.18,0.0014252,0.01993,1,1373.4,2741.1,1367.7,3.3029,5.6685
579.15,93.427,51.02,0.0014296,0.0196,1,1379.1,2739,1359.8,3.3125,5.6604
580.15,94.725,51.88,0.0014341,0.01928,1,1384.9,2736.8,1351.9,3.3221,5.6523
581.15,96.036,52.75,0.0014387,0.01896,1,1390.7,2734.6,1343.9,3.3318,5.6442
582.15,97.361,53.64,0.0014433,0.01864,1,1396.5,2732.3,1335.8,3.3415,5.636
583.15,98.7,54.54,0.001448,0.01833,1,1402.4,2730,1327.6,3.3512,5.6278
584.15,100.05,55.46,0.0014527,0.01803,1,1408.3,2727.6,1319.4,3.3609,5.6195
585.15,101.42,56.4,0.0014576,0.01773,1,1414.2,2725.2,1311,3.3707,5.6111
586.15,102.8,57.36,0.0014625,0.01743,1,1420.1,2722.7,1302.6,3.3805,5.6028
587.15,104.2,58.33,0.0014675,0.01714,1,1426.1,2720.2,1294.1,3.3903,5.5943
588.15,105.61,59.33,0.0014726,0.01686,1,1432.1,2717.6,1285.5,3.4002,5.5858
589.15,107.04,60.34,0.0014778,0.01657,1,1438.1,2714.9,1276.8,3.4101,5.5772
590.15,108.48,61.37,0.0014831,0.01629,1,1444.2,2712.2,1268,3.42,5.5686
591.15,109.93,62.43,0.0014885,0.01602,1,1450.3,2709.4,1259.1,3.43,5.5599
592.15,111.4,63.5,0.0014939,0.01575,1,1450.4,2706.6,1250.2,3.44,5.5512
593.15,112.89,64.6,0.0014995,0.01548,1,1462.6,2703.7,1241.1,3.45,5.5423
594.15,114.39,65.72,0.0015052,0.01522,1,1468.8,2700.7,1231.9,3.4601,5.5334
595.15,115.91,66.86,0.0015109,0.01496,1,1475.1,2697.6,1222.6,3.4702,5.5244
596.15,117.44,68.03,0.0015168,0.0147,1,1481.3,2694.5,1213.2,3.4804,5.5154
597.15,118.99,69.23,0.0015228,0.01445,1,1487.7,2691.3,1203.6,3.4906,5.5062
598.15,120.56,70.45,0.0015289,0.01419,1,1494,2688,1194,3.5008,5.4969
599.15,122.14,71.7,0.0015352,0.01395,1,1500.4,2684.6,1184.2,3.5111,5.4876
600.15,123.73,72.97,0.0015416,0.0137,1,1506.9,2681.1,1174.2,3.5215,5.4781
601.15,125.35,74.28,0.0015481,0.01346,1,1513.4,2677.6,1164.2,3.5319,5.4685
602.15,126.98,75.62,0.0015547,0.01322,1,1519.9,2673.9,1154,3.5423,5.4588
603.15,128.63,76.99,0.0015615,0.01299,1,1526.5,2670.2,1143.6,3.5528,5.449
604.15,130.29,78.39,0.0015684,0.01276,1,1533.2,2666.3,1133.1,3.5634,5.4391
605.15,131.97,79.83,0.0015755,0.01253,1,1539.9,2662.3,1122.5,3.574,5.429
606.15,133.67,81.3,0.0015827,0.0123,1,1546.6,2658.3,1111.7,3.5847,5.4188
607.15,135.38,82.81,0.0015902,0.01208,1,1553.4,2654.1,1100.7,3.5955,5.4084
608.15,137.12,84.36,0.0015978,0.01185,1,1560.3,2649.7,1089.5,3.6063,5.3979
609.15,138.87,85.95,0.0016055,0.01163,1,1567.2,2645.3,1078.1,3.6172,5.3872
610.15,140.64,87.58,0.0016135,0.01142,1,1574.2,2640.7,1066.6,3.6282,5.3764
611.15,142.42,89.26,0.0016217,0.0112,1,1581.2,2636,1054.8,3.6392,5.3653
612.15,144.23,90.99,0.0016301,0.01099,1,1588.3,2631.2,1042.9,3.6504,5.3541
613.15,146.05,92.76,0.0016387,0.01078,1,1595.5,2626.2,1030.7,3.6616,5.3427
614.15,147.89,94.58,0.0016476,0.01057,1,1602.7,2621,1018.3,3.6729,5.3312
615.15,149.76,96.46,0.0016567,0.01037,1,1610,2615.7,1005.7,3.6844,5.3194
616.15,151.64,98.39,0.0016661,0.01016,1,1617.5,2610.3,992.8,3.6959,5.3074
617.15,153.54,100.4,0.0016758,0.009962,1,1624.9,2604.7,979.7,3.7075,5.2952
618.15,155.45,102.4,0.0016858,0.009763,1,1632.5,2598.9,966.4,3.7193,5.2828
619.15,157.39,104.5,0.0016961,0.009566,1,1640.2,2593,952.8,3.7311,5.2702
620.15,159.35,106.7,0.0017067,0.009371,1,1648,2586.9,938.9,3.7431,5.2574
621.15,161.33,109,0.0017178,0.009178,1,1655.8,2580.7,924.8,3.7553,5.2444
622.15,163.33,111.3,0.0017292,0.008988,1,1663.8,2574.2,910.4,3.7676,5.2311
623.15,165.35,113.6,0.0017411,0.008799,1,1671.9,2567.7,895.7,3.78,5.2177
624.15,167.39,116.2,0.0017532,0.008609,1,1680.4,2560.7,880.4,3.7933,5.2036
625.15,169.45,118.8,0.0017661,0.00842,1,1689.3,2553.5,864.2,3.8071,5.1893
626.15,171.54,121.5,0.0017796,0.008232,1,1698.4,2546.1,847.7,3.8209,5.1746
627.15,173.64,124.3,0.0017937,0.008045,1,1707.5,2538.4,830.9,3.8349,5.1596
628.15,175.77,127.2,0.0018085,0.007859,1,1716.6,2530.4,813.8,3.8489,5.1442
629.15,177.92,130.3,0.0018241,0.007674,1,1725.9,2522.1,796.2,3.8629,5.1283
630.15,180.09,133.5,0.0018406,0.00749,1,1735.2,2513.5,778.3,3.8772,5.1121
631.15,182.29,136.9,0.001858,0.007306,1,1744.7,2504.6,759.9,3.8915,5.0953
632.15,184.51,140.4,0.0018764,0.007123,1,1754.3,2495.2,740.9,3.9061,5.078
633.15,186.75,144.1,0.0018959,0.00694,1,1764.2,2485.4,728.3,3.921,5.06
634.15,189.02,148,0.0019167,0.006757,1,1774.2,2475.2,701,3.9362,5.0414
635.15,191.31,152.1,0.0019388,0.006573,1,1784.6,2464.4,679.8,3.9518,5.022
636.15,193.62,156.5,0.0019626,0.006388,1,1795.3,2453,657.8,3.9679,5.0017
637.15,195.96,161.3,0.0019882,0.006201,1,1806.4,2440.9,634.6,3.9846,4.9804
638.15,198.33,166.3,0.002016,0.006012,1,1818,2428,610,4.0021,4.9579
639.15,200.72,171.9,0.0020464,0.005819,1,1830.2,2414.1,583.9,4.0205,4.9339
640.15,203.13,177.9,0.0020802,0.005621,1,1843.2,2399,555.7,4.0401,4.9081
641.15,205.57,184.6,0.0021181,0.005416,1,1857.3,2382.4,525.1,4.0613,4.8801
642.15,208.04,192.3,0.0021618,0.005201,1,1872.8,2363.9,491.1,4.0846,4.8492
643.15,210.54,201.1,0.0022136,0.004973,1,1890.2,2342.8,452.6,4.1108,4.8144
644.15,213.06,211.7,0.0022778,0.004723,1,1910.5,2317.9,407.4,4.1414,4.7738
645.15,215.62,225.3,0.0023636,0.004439,1,1935.6,2286.9,351.4,4.1794,4.724
646.15,218.2,244.9,0.0024963,0.004084,1,1970.5,2244,273.5,4.2325,4.6559
647.15,220.81,289.2,0.0028407,0.003458,1,2046.3,2155,108.6,4.3487,4.5166
647.3,221.2,315.5,0.00317,0.00317,1,2107.4,2107.4,0,4.4429,4.4429
